State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier,Depreciation (INR),Depreciation %,Bike Age (Years)
Karnataka,62.24,Kawasaki,Vulcan S,229913,2024,927,Petrol,28.65,First,2024,Not Available,Individual,98708.29,Tier 1,131204.71000000002,57.067112342494774,0
Uttar Pradesh,7.06,Yamaha,Ray ZR,279619,2019,925,Hybrid,71.08,Third,2022,Expired,Individual,188241.5,Tier 1,91377.5,32.679288603421085,3
Karnataka,15.85,Kawasaki,Ninja 400,244149,2015,154,Electric,94.67,Second,2015,Active,Dealer,175690.43,Metro,68458.57,28.039668399215234,0
Rajasthan,35.42,Hero,Splendor Plus,185512,2019,473,Petrol,51.98,Second,2024,Active,Individual,111048.37,Tier 1,74463.63,40.13952197162448,5
Karnataka,60.16,Kawasaki,Ninja 400,136328,2022,858,Petrol,40.77,First,2022,Not Available,Individual,75146.56,Tier 1,61181.44,44.87811748136847,0
Uttar Pradesh,76.73,Kawasaki,Z650,316175,2022,169,Electric,76.01,First,2022,Active,Individual,127464.43,Tier 2,188710.57,59.685481141772755,0
Rajasthan,6.46,KTM,250 Duke,299212,2019,196,Hybrid,76.9,Third,2021,Not Available,Dealer,152855.25,Tier 3,146356.75,48.91406427549697,2
Uttar Pradesh,6.78,Kawasaki,Vulcan S,104328,2023,252,Electric,83.69,First,2023,Active,Individual,68226.0,Metro,36102.0,34.604324821716126,0
Punjab,66.39,TVS,Apache RTR 160,390899,2023,644,Petrol,40.48,Third,2023,Expired,Dealer,298916.81,Tier 1,91982.19,23.53093510088284,0
West Bengal,46.68,Kawasaki,Ninja 400,285334,2016,445,Hybrid,72.84,First,2016,Not Available,Dealer,225585.18,Tier 3,59748.82000000001,20.939958084210087,0
Gujarat,5.64,Kawasaki,Z650,91034,2019,200,Petrol,36.02,Third,2021,Not Available,Individual,36463.79,Tier 1,54570.21,59.94486675308126,2
Rajasthan,57.02,TVS,Ronin,134457,2017,994,Petrol,41.35,Second,2024,Active,Dealer,90172.51,Tier 1,44284.490000000005,32.93580103676268,7
Tamil Nadu,52.14,Bajaj,Dominar 400,189087,2024,628,Electric,90.33,Third,2024,Expired,Individual,147429.82,Tier 1,41657.17999999999,22.030694865326538,0
Rajasthan,26.85,Kawasaki,Vulcan S,320245,2021,250,Petrol,34.5,Second,2024,Active,Dealer,233236.37,Metro,87008.63,27.169395306718297,3
Gujarat,8.25,TVS,Ronin,92637,2024,239,Hybrid,73.95,First,2024,Expired,Dealer,62607.8,Tier 2,30029.199999999997,32.41598929153577,0
Punjab,72.92,KTM,250 Duke,138246,2018,186,Electric,77.48,Third,2021,Not Available,Individual,93256.17,Metro,44989.83,32.5433140922703,3
Uttar Pradesh,41.0,Hero,Glamour,230161,2024,241,Petrol,56.5,Third,2024,Expired,Individual,162314.81,Tier 1,67846.19,29.477709081903537,0
Karnataka,39.84,Honda,Activa,212856,2024,241,Electric,91.36,Third,2024,Not Available,Individual,88084.1,Tier 3,124771.9,58.617985868380494,0
Maharashtra,44.27,Hero,Xtreme 160R,295592,2024,897,Electric,92.04,First,2024,Expired,Dealer,185852.07,Metro,109739.93,37.125473625808546,0
Uttar Pradesh,23.63,Bajaj,Avenger 220,143664,2019,574,Petrol,43.48,First,2019,Expired,Dealer,98432.09,Metro,45231.91,31.484512473549398,0
Gujarat,63.66,Hero,Passion Pro,289530,2024,264,Hybrid,61.04,Second,2024,Active,Individual,212409.79,Tier 3,77120.20999999999,26.636345111042033,0
Delhi,69.83,KTM,390 Adventure,197335,2023,227,Petrol,35.33,First,2023,Expired,Individual,154109.62,Tier 1,43225.380000000005,21.90456837357793,0
Tamil Nadu,11.53,Kawasaki,Versys 650,67799,2015,527,Petrol,57.32,Second,2015,Not Available,Dealer,34408.97,Metro,33390.03,49.2485582383221,0
Karnataka,45.66,KTM,125 Duke,355417,2015,920,Hybrid,85.07,Third,2015,Active,Individual,276183.78,Tier 2,79233.21999999997,22.293030440299695,0
Maharashtra,27.44,Royal Enfield,Interceptor 650,119041,2019,448,Electric,97.59,Second,2021,Not Available,Individual,58909.03,Metro,60131.97,50.5136633596828,2
Tamil Nadu,35.05,Hero,HF Deluxe,184381,2016,379,Hybrid,87.64,Third,2024,Expired,Individual,105140.82,Metro,79240.18,42.97632619413063,8
West Bengal,77.43,Royal Enfield,Classic 350,396283,2015,485,Electric,67.23,First,2015,Not Available,Dealer,198294.51,Tier 1,197988.49,49.96138870453691,0
Madhya Pradesh,40.7,Yamaha,Ray ZR,191189,2019,491,Petrol,44.6,Third,2020,Not Available,Dealer,122163.09,Tier 1,69025.91,36.10349444790234,1
Maharashtra,18.08,Honda,Dio,136354,2022,552,Electric,92.75,Third,2024,Expired,Individual,68227.36,Tier 2,68126.64,49.963066723381786,2
Rajasthan,36.98,TVS,Sport,323047,2015,955,Petrol,39.8,Third,2016,Expired,Dealer,254477.63,Tier 1,68569.37,21.225818534145187,1
Rajasthan,36.52,Bajaj,Avenger 220,320385,2017,521,Hybrid,79.25,First,2017,Active,Individual,200232.01,Tier 3,120152.98999999999,37.5026889523542,0
Rajasthan,54.32,Hero,Glamour,324515,2022,644,Electric,90.68,Third,2022,Active,Dealer,174378.64,Metro,150136.36,46.26484446019444,0
Uttar Pradesh,38.65,TVS,Jupiter,70763,2022,595,Hybrid,89.36,First,2022,Expired,Dealer,41701.52,Tier 3,29061.480000000003,41.06875061826096,0
Karnataka,27.3,Bajaj,Dominar 400,344227,2023,543,Hybrid,87.25,First,2023,Expired,Individual,274536.52,Tier 1,69690.47999999998,20.245500788723714,0
West Bengal,20.94,KTM,250 Duke,190042,2023,778,Hybrid,76.69,First,2023,Active,Dealer,123025.24,Tier 1,67016.76,35.26418370675955,0
Rajasthan,13.92,Honda,Unicorn,171628,2017,843,Electric,90.41,Third,2024,Not Available,Dealer,109812.79,Tier 2,61815.21000000001,36.01697275502832,7
Rajasthan,18.93,Honda,CBR 650R,283436,2015,268,Petrol,25.91,Second,2024,Expired,Dealer,183923.36,Metro,99512.64000000001,35.10938624592501,9
Punjab,46.56,Royal Enfield,Hunter 350,373399,2022,872,Petrol,32.83,Second,2024,Not Available,Individual,175669.87,Metro,197729.13,52.95384561822608,2
Tamil Nadu,26.22,TVS,NTorq 125,123276,2015,760,Petrol,55.81,First,2015,Active,Individual,95156.48,Tier 2,28119.520000000004,22.810214478081704,0
Tamil Nadu,17.92,Hero,Xtreme 160R,124335,2023,999,Hybrid,76.59,Second,2023,Not Available,Dealer,54446.58,Tier 1,69888.42,56.20977198697068,0
Maharashtra,63.62,Yamaha,R15 V4,307090,2024,786,Hybrid,89.65,Third,2024,Active,Individual,138858.01,Tier 2,168231.99,54.78263375557654,0
Gujarat,5.59,Yamaha,Ray ZR,313878,2018,940,Petrol,25.9,First,2018,Not Available,Dealer,145482.77,Tier 3,168395.23,53.64989900534602,0
Madhya Pradesh,49.39,Kawasaki,Versys 650,66077,2020,201,Petrol,45.63,Second,2021,Active,Individual,50392.43,Metro,15684.57,23.73680705843183,1
Punjab,55.42,Kawasaki,Versys 650,266190,2020,600,Hybrid,67.57,Third,2024,Active,Individual,182173.77,Metro,84016.23000000001,31.562504226304522,4
West Bengal,21.7,Hero,Splendor Plus,219933,2017,166,Hybrid,60.13,Third,2022,Expired,Individual,100871.7,Tier 1,119061.3,54.13525937444585,5
Maharashtra,14.61,Honda,CBR 650R,165848,2021,349,Hybrid,77.46,Second,2023,Expired,Dealer,131251.04,Tier 3,34596.95999999999,20.860643480777576,2
Uttar Pradesh,79.1,Yamaha,Ray ZR,392168,2020,330,Electric,72.98,Third,2020,Expired,Dealer,207119.69,Tier 3,185048.31,47.185978968197304,0
Rajasthan,47.47,Kawasaki,Vulcan S,78641,2016,711,Electric,80.79,Third,2017,Active,Dealer,43177.52,Tier 2,35463.48,45.095408247606215,1
Uttar Pradesh,75.5,KTM,390 Adventure,220407,2023,117,Hybrid,78.97,Third,2023,Active,Dealer,93683.86,Tier 2,126723.14,57.495061409120396,0
West Bengal,47.49,Hero,Passion Pro,381790,2016,283,Electric,83.53,Second,2024,Active,Individual,267916.56,Tier 1,113873.44,29.82619764792163,8
Delhi,67.62,Yamaha,Fascino 125,180496,2019,876,Electric,64.37,Second,2024,Not Available,Dealer,110765.63,Tier 2,69730.37,38.632640058505444,5
Rajasthan,36.45,TVS,Apache RTR 160,361202,2023,144,Hybrid,69.98,Second,2024,Active,Dealer,196796.95,Tier 2,164405.05,45.51609625638839,1
Gujarat,31.84,Kawasaki,Versys 650,291660,2018,147,Electric,65.48,Third,2019,Not Available,Dealer,199292.17,Tier 2,92367.82999999999,31.669694164438038,1
Rajasthan,64.04,KTM,125 Duke,320230,2024,131,Electric,78.33,Third,2024,Not Available,Dealer,218714.2,Tier 1,101515.79999999999,31.70090247634512,0
Gujarat,72.06,Royal Enfield,Meteor 350,398534,2018,320,Electric,89.14,Second,2018,Expired,Individual,268621.5,Metro,129912.5,32.597595186358,0
West Bengal,48.46,TVS,Jupiter,304984,2023,694,Hybrid,93.61,First,2023,Not Available,Dealer,136765.86,Tier 1,168218.14,55.15638197413635,0
Madhya Pradesh,60.32,Hero,Passion Pro,149196,2022,296,Petrol,58.49,Second,2023,Expired,Individual,63500.25,Tier 1,85695.75,57.438369661385025,1
Uttar Pradesh,69.84,KTM,RC 390,186622,2017,546,Electric,71.67,Second,2021,Expired,Individual,145013.34,Tier 3,41608.66,22.295688611203396,4
Maharashtra,10.61,Honda,Unicorn,369640,2023,324,Electric,76.25,Third,2024,Expired,Dealer,288612.75,Tier 1,81027.25,21.920584893409803,1
Tamil Nadu,16.4,Hero,Xtreme 160R,197120,2024,606,Electric,64.56,First,2024,Active,Individual,124052.96,Tier 2,73067.04,37.067288961038955,0
Delhi,16.22,KTM,RC 390,51538,2016,821,Petrol,38.16,Third,2017,Expired,Dealer,25621.58,Metro,25916.42,50.28604136753463,1
West Bengal,64.99,Honda,Unicorn,116927,2016,838,Petrol,34.54,Third,2017,Expired,Dealer,73569.88,Tier 1,43357.119999999995,37.08050321995775,1
Madhya Pradesh,29.08,Hero,Passion Pro,393384,2017,320,Electric,77.41,First,2017,Expired,Individual,172152.67,Metro,221231.33,56.23800917169991,0
Uttar Pradesh,56.77,TVS,Apache RTR 160,283111,2019,157,Electric,82.91,Third,2022,Not Available,Dealer,126686.01,Tier 2,156424.99,55.25217670807563,3
Punjab,64.09,Bajaj,CT 100,119036,2018,209,Hybrid,90.03,Second,2023,Expired,Dealer,85305.12,Tier 1,33730.880000000005,28.336704862394573,5
Karnataka,42.48,Royal Enfield,Classic 350,309665,2018,199,Petrol,52.97,Third,2018,Expired,Individual,243371.34,Metro,66293.66,21.40818626580337,0
Maharashtra,69.34,Yamaha,FZ V3,232258,2019,130,Electric,90.42,Third,2021,Expired,Dealer,141412.33,Tier 1,90845.67000000001,39.114118781699666,2
Punjab,27.56,Bajaj,Pulsar 150,183048,2020,756,Electric,97.01,Third,2020,Not Available,Individual,74641.46,Tier 1,108406.54,59.22301254315807,0
Karnataka,67.34,Bajaj,Dominar 400,308729,2024,923,Hybrid,67.87,Second,2024,Not Available,Dealer,128193.61,Tier 2,180535.39,58.4769781912292,0
Tamil Nadu,28.17,Kawasaki,Vulcan S,214371,2023,500,Electric,95.52,Second,2024,Active,Individual,87261.72,Tier 3,127109.28,59.294064962145065,1
Rajasthan,35.54,Kawasaki,Z650,261821,2018,191,Petrol,51.28,Third,2019,Not Available,Dealer,206891.01,Tier 3,54929.98999999999,20.9799786877294,1
Punjab,71.15,Honda,CBR 650R,137272,2020,322,Hybrid,73.82,Second,2022,Active,Dealer,56662.45,Tier 1,80609.55,58.72249985430387,2
Uttar Pradesh,66.43,Royal Enfield,Himalayan,340481,2015,335,Hybrid,68.18,Third,2021,Expired,Individual,245023.63,Tier 2,95457.37,28.03603431615861,6
Rajasthan,73.37,Bajaj,Platina 110,303965,2018,238,Hybrid,77.91,First,2018,Expired,Dealer,238721.44,Metro,65243.56,21.464168572039544,0
Rajasthan,59.92,KTM,RC 390,219760,2021,268,Petrol,36.29,Third,2021,Expired,Dealer,156469.29,Tier 2,63290.70999999999,28.799922642883143,0
Tamil Nadu,56.95,Bajaj,CT 100,387221,2020,636,Petrol,33.88,Second,2023,Expired,Dealer,179850.48,Metro,207370.52,53.55353144586683,3
West Bengal,59.96,Yamaha,R15 V4,244043,2019,836,Hybrid,83.7,First,2019,Active,Dealer,184696.6,Metro,59346.399999999994,24.318009531107222,0
Tamil Nadu,29.34,Royal Enfield,Hunter 350,138083,2017,846,Petrol,53.62,First,2017,Not Available,Individual,98133.03,Tier 3,39949.97,28.931852581418422,0
Gujarat,31.39,Bajaj,Platina 110,235238,2015,592,Hybrid,66.71,Third,2016,Expired,Dealer,184930.77,Tier 2,50307.23000000001,21.38567323306609,1
Delhi,64.38,Honda,Unicorn,285279,2023,602,Hybrid,94.33,Third,2023,Not Available,Dealer,190528.5,Tier 1,94750.5,33.213275425110155,0
Karnataka,13.98,Honda,Activa,113947,2022,954,Hybrid,79.39,Third,2023,Expired,Individual,52066.94,Metro,61880.06,54.30600191317016,1
Tamil Nadu,74.97,Royal Enfield,Himalayan,346806,2021,829,Electric,83.27,First,2021,Active,Individual,196124.43,Tier 1,150681.57,43.44837459559523,0
West Bengal,40.48,Hero,Splendor Plus,391177,2019,157,Electric,88.84,Third,2020,Expired,Individual,224343.73,Tier 2,166833.27,42.64904889602405,1
Gujarat,64.45,Royal Enfield,Himalayan,67129,2016,784,Hybrid,65.83,Second,2020,Active,Dealer,32910.79,Tier 2,34218.21,50.97381161643999,4
Karnataka,35.74,Honda,Unicorn,79318,2015,352,Petrol,44.55,First,2015,Expired,Dealer,50205.31,Metro,29112.690000000002,36.70376207166091,0
Madhya Pradesh,72.63,Kawasaki,Z650,239001,2020,315,Petrol,38.0,Third,2024,Active,Individual,110339.56,Tier 3,128661.44,53.83301325099058,4
Punjab,30.97,Yamaha,Ray ZR,212299,2020,832,Electric,82.08,First,2020,Active,Dealer,105218.05,Tier 1,107080.95,50.438744412361814,0
Tamil Nadu,41.34,Honda,Dio,77193,2020,706,Petrol,49.13,Third,2020,Not Available,Individual,45802.57,Tier 2,31390.43,40.664865985257734,0
Tamil Nadu,53.3,Yamaha,R15 V4,99533,2021,410,Electric,63.37,Second,2024,Active,Individual,50860.56,Metro,48672.44,48.90080676760471,3
Uttar Pradesh,21.56,Yamaha,Fascino 125,360691,2015,853,Electric,64.41,Second,2018,Not Available,Dealer,287187.71,Tier 2,73503.28999999998,20.37846522369562,3
Rajasthan,64.62,KTM,390 Adventure,239982,2015,121,Hybrid,69.03,Second,2015,Active,Individual,100348.07,Tier 1,139633.93,58.18516805427073,0
Karnataka,73.42,Hero,Splendor Plus,171024,2017,677,Electric,75.31,Second,2020,Active,Dealer,105010.78,Metro,66013.22,38.59880484610348,3
Gujarat,5.33,Yamaha,MT-15,53212,2015,951,Electric,76.75,First,2015,Not Available,Individual,42229.69,Metro,10982.309999999998,20.638784484702693,0
West Bengal,60.69,Bajaj,Dominar 400,262524,2022,848,Hybrid,85.47,First,2022,Not Available,Individual,136938.55,Tier 3,125585.45000000001,47.83770245768007,0
Gujarat,28.08,Bajaj,Dominar 400,314916,2024,395,Hybrid,62.98,Second,2024,Active,Dealer,250720.88,Tier 3,64195.119999999995,20.38483913170496,0
Madhya Pradesh,25.38,Kawasaki,Vulcan S,356045,2017,360,Petrol,31.76,Third,2023,Not Available,Individual,217375.2,Tier 1,138669.8,38.9472679015293,6
Madhya Pradesh,27.03,TVS,Sport,129726,2024,503,Electric,96.5,Third,2024,Active,Individual,91806.33,Tier 3,37919.67,29.230586004347625,0
Uttar Pradesh,5.88,Yamaha,Ray ZR,304931,2015,588,Hybrid,66.92,First,2015,Expired,Individual,179413.57,Tier 3,125517.43,41.16256792520275,0
Maharashtra,56.24,Bajaj,Platina 110,311435,2019,363,Petrol,33.72,First,2019,Not Available,Individual,165464.78,Tier 2,145970.22,46.87020405542087,0
Punjab,54.47,Bajaj,Avenger 220,399627,2019,202,Hybrid,92.53,Second,2021,Expired,Dealer,291600.18,Metro,108026.82,27.031912258180757,2
Punjab,31.19,TVS,NTorq 125,358251,2023,986,Electric,92.38,First,2023,Not Available,Dealer,271257.6,Metro,86993.40000000002,24.282807305492522,0
Punjab,17.83,TVS,Sport,340066,2021,742,Electric,86.51,Third,2023,Active,Individual,183784.12,Tier 2,156281.88,45.95633788735128,2
Uttar Pradesh,52.0,Bajaj,CT 100,154358,2017,671,Hybrid,74.52,Second,2021,Not Available,Dealer,65306.95,Tier 3,89051.05,57.691243732103295,4
West Bengal,77.88,KTM,Duke 200,336993,2023,228,Petrol,58.89,Third,2024,Expired,Dealer,255309.82,Tier 3,81683.18,24.23883582151558,1
Karnataka,56.05,KTM,390 Adventure,148715,2020,432,Hybrid,74.58,Third,2021,Not Available,Dealer,77760.88,Tier 3,70954.12,47.71147496890024,1
Delhi,47.03,TVS,NTorq 125,104485,2023,845,Petrol,48.03,Second,2023,Not Available,Dealer,77850.7,Tier 3,26634.300000000003,25.49102742020386,0
Delhi,76.34,Royal Enfield,Interceptor 650,371996,2023,230,Hybrid,61.87,Second,2024,Active,Dealer,214388.22,Tier 2,157607.78,42.36813836707922,1
Delhi,45.64,Royal Enfield,Himalayan,240333,2020,851,Electric,87.89,Second,2021,Not Available,Individual,186137.36,Metro,54195.640000000014,22.550228225004478,1
Rajasthan,78.3,Royal Enfield,Himalayan,175782,2021,236,Electric,74.72,Second,2021,Expired,Dealer,139732.72,Tier 3,36049.28,20.50794734386911,0
Gujarat,75.34,Royal Enfield,Himalayan,289703,2021,585,Hybrid,84.64,Third,2021,Expired,Individual,219788.75,Tier 1,69914.25,24.133077669199146,0
Madhya Pradesh,8.13,Honda,Dio,229274,2022,971,Electric,90.73,Third,2023,Not Available,Dealer,114766.44,Tier 1,114507.56,49.94354353306524,1
West Bengal,65.43,TVS,NTorq 125,103037,2021,201,Electric,88.18,First,2021,Not Available,Dealer,47348.14,Tier 2,55688.86,54.04743926938866,0
Maharashtra,22.96,Bajaj,Avenger 220,363368,2019,377,Electric,60.03,First,2019,Not Available,Dealer,214966.59,Tier 3,148401.41,40.84052805970806,0
West Bengal,57.95,Royal Enfield,Hunter 350,276694,2022,924,Petrol,41.82,First,2022,Not Available,Dealer,131949.78,Tier 3,144744.22,52.31201977635944,0
Punjab,20.3,Bajaj,Pulsar 150,319161,2024,341,Electric,73.56,First,2024,Active,Dealer,133429.07,Metro,185731.93,58.193805007504054,0
Tamil Nadu,28.03,Hero,Xtreme 160R,70058,2019,446,Electric,86.83,Second,2021,Expired,Individual,35004.1,Tier 2,35053.9,50.035541979502696,2
Uttar Pradesh,10.69,KTM,Duke 200,62934,2020,456,Petrol,34.99,Third,2020,Active,Individual,33347.43,Metro,29586.57,47.01206025359901,0
Karnataka,26.15,KTM,RC 390,177806,2022,319,Electric,71.16,Third,2024,Not Available,Individual,97863.42,Metro,79942.58,44.96056376050302,2
Punjab,19.9,Yamaha,MT-15,338018,2021,369,Electric,79.21,Second,2021,Expired,Dealer,270226.14,Tier 3,67791.85999999999,20.055695258832365,0
Karnataka,32.68,Hero,Glamour,364166,2021,556,Petrol,57.7,Third,2024,Active,Individual,259229.47,Tier 3,104936.53,28.81557586375444,3
Tamil Nadu,49.59,Royal Enfield,Hunter 350,340023,2024,244,Hybrid,84.87,Second,2024,Expired,Dealer,242110.22,Metro,97912.78,28.795928510718394,0
Gujarat,15.76,Kawasaki,Z650,274562,2023,935,Electric,68.76,Third,2023,Expired,Dealer,175227.99,Tier 1,99334.01000000001,36.17908159177162,0
Madhya Pradesh,68.66,Yamaha,Ray ZR,361741,2016,408,Petrol,28.54,Third,2022,Expired,Dealer,256566.47,Tier 3,105174.53,29.074539518605853,6
Karnataka,64.35,Yamaha,R15 V4,142375,2022,789,Hybrid,70.07,First,2022,Active,Dealer,77767.88,Tier 1,64607.119999999995,45.37813520632133,0
Rajasthan,48.24,Yamaha,Ray ZR,113339,2019,345,Electric,86.5,Third,2020,Active,Dealer,65533.92,Tier 1,47805.08,42.178843998976525,1
Gujarat,8.38,Royal Enfield,Meteor 350,138444,2022,790,Hybrid,67.21,Second,2024,Expired,Individual,56987.36,Tier 3,81456.64,58.83724827367022,2
West Bengal,40.7,TVS,Jupiter,298470,2016,828,Petrol,26.67,First,2016,Expired,Individual,146014.69,Tier 3,152455.31,51.07893925687673,0
Tamil Nadu,30.12,Kawasaki,Versys 650,96675,2017,851,Hybrid,71.06,Second,2021,Not Available,Dealer,76336.85,Tier 1,20338.149999999994,21.03765192655805,4
Uttar Pradesh,50.32,Honda,Shine,163818,2023,927,Petrol,56.24,First,2023,Not Available,Individual,83249.94,Tier 2,80568.06,49.18144526242537,0
Uttar Pradesh,72.65,Kawasaki,Z650,189904,2018,759,Petrol,39.09,Second,2024,Expired,Dealer,135973.04,Tier 3,53930.95999999999,28.39906479063105,6
Madhya Pradesh,6.1,KTM,390 Adventure,385491,2019,326,Electric,81.46,Third,2019,Expired,Dealer,241419.66,Tier 1,144071.34,37.373463971921524,0
Madhya Pradesh,21.04,Honda,Unicorn,152458,2018,552,Electric,76.89,Second,2022,Active,Dealer,121390.6,Metro,31067.399999999994,20.377677786669114,4
Tamil Nadu,61.12,Kawasaki,Versys 650,306105,2022,222,Hybrid,63.56,Third,2022,Active,Individual,136651.47,Metro,169453.53,55.357975204586666,0
Uttar Pradesh,39.37,Honda,Unicorn,191747,2017,867,Petrol,47.94,First,2017,Expired,Dealer,134427.58,Tier 3,57319.42000000001,29.89325517478762,0
Madhya Pradesh,54.79,TVS,Jupiter,131703,2024,258,Hybrid,97.56,Third,2024,Expired,Dealer,57880.55,Metro,73822.45,56.05221597078275,0
Delhi,56.03,TVS,NTorq 125,154990,2021,899,Petrol,48.59,Third,2022,Expired,Dealer,106715.17,Tier 2,48274.83,31.14706110071618,1
Punjab,8.73,Royal Enfield,Classic 350,317087,2022,570,Petrol,35.18,First,2022,Not Available,Dealer,173525.81,Tier 2,143561.19,45.27501600507116,0
Tamil Nadu,67.05,TVS,NTorq 125,283718,2022,555,Electric,76.97,Second,2022,Not Available,Dealer,130361.4,Metro,153356.6,54.052474640311864,0
Madhya Pradesh,30.29,TVS,Apache RTR 160,128083,2015,834,Petrol,52.4,First,2015,Not Available,Dealer,97976.08,Tier 2,30106.92,23.505789214806022,0
Gujarat,37.9,Bajaj,Pulsar 150,207608,2016,778,Petrol,36.41,First,2016,Expired,Individual,165721.13,Tier 1,41886.869999999995,20.175942160225038,0
Gujarat,77.3,TVS,Jupiter,224360,2016,165,Hybrid,64.2,Second,2017,Active,Dealer,95290.13,Tier 3,129069.87,57.52802192904261,1
West Bengal,25.73,Honda,Activa,393048,2021,628,Hybrid,83.38,Third,2023,Not Available,Dealer,302601.37,Tier 3,90446.63,23.011599092222834,2
Rajasthan,9.89,Hero,Passion Pro,379176,2015,498,Hybrid,67.56,Second,2022,Active,Dealer,165354.59,Tier 1,213821.41,56.391071692301196,7
Uttar Pradesh,41.98,Kawasaki,Z650,357588,2021,860,Electric,61.76,Third,2022,Not Available,Individual,147714.27,Tier 1,209873.73,58.69149132521226,1
Karnataka,10.25,TVS,NTorq 125,184228,2019,271,Hybrid,69.51,First,2019,Not Available,Dealer,120705.32,Metro,63522.67999999999,34.48046985257398,0
Maharashtra,38.26,Royal Enfield,Himalayan,235982,2020,794,Petrol,27.78,Third,2024,Active,Individual,165768.46,Tier 1,70213.54000000001,29.753769355289815,4
Karnataka,72.86,Royal Enfield,Classic 350,326527,2015,480,Petrol,50.69,First,2015,Active,Dealer,209764.47,Tier 1,116762.53,35.75892039555688,0
Rajasthan,6.92,TVS,NTorq 125,302545,2015,720,Petrol,47.76,Second,2017,Not Available,Dealer,138369.22,Tier 2,164175.78,54.26491265762118,2
